pathway	K058683-R	K058684-R	K058685-R	K058686-R	K058687-R	K058688-R	K058689-R	K058690-R	K058691-R	K058692-R	K058693-R	K058694-R	K058695-R	K058696-R	K058697-R	K058698-R	K058699-R	K058700-R	K058701-R	K058702-R	K058703-R	K058704-R	K058705-R	K058706-R	K058707-R	K058708-R	K058709-R	K058710-R	K058711-R	K058712-R	K058713-R	K058714-R	K058715-R	K058716-R	K058717-R	K058718-R	K058720-R	K058721-R	K058722-R	K058723-R	K058725-R	K058726-R	K058727-R	K058728-R	K058729-R	K058730-R	K058731-R	K058732-R	K058778-R	K058779-R	K058780-R	K058781-R	K058782-R	K058783-R	K058784-R	K058785-R	K058786-R	K058787-R	K058788-R	K058789-R	K058790-R	K058791-R	K058792-R	K058793-R	K058794-R	K058795-R	K058796-R	K058797-R	K058798-R	K058799-R	K058800-R	K058802-R	K058803-R	K058804-R	K058805-R	K058806-R	K058807-R	K058808-R	K058809-R	K058810-R	K058811-R	K058812-R	K058813-R	K058814-R	K058815-R	K058816-R	K058817-R	K058818-R	K058819-R	K058820-R	K058821-R	K058822-R	K058823-R	K058824-R
PWY-6165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.18426355705539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.661602929436188	0.0	0.0	0.0	0.0	0.0	0.0	48.11819504665016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.741834801633123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.798549371224715	0.0	0.0	0.0	0.0	0.0	0.0	30.962158194160992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.485307301524056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.38532110091743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.320078721514456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.011730205278592	0.0	0.0	27.6304	0.0	10.475410149253731	11.842900302114803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.884057971014492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.1764705882353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.75724665612437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.294117647058822	0.0	0.0	29.023529411764706	0.0	9.799999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-621	3786.0746744235103	2383.3923334294464	2275.6739800017854	2153.2846208003875	2344.4762554451418	2178.9786190411173	786.2680641530001	1233.379927507799	2264.5880762317433	2615.2933297067343	2705.4818259317904	245.61403508771932	2293.1362886488473	2144.0278186210994	3483.311299245367	1431.035900988736	3507.6663435710298	1540.0965589762543	2112.749440644395	2229.297326454221	1712.3504613320347	2412.4065041405065	3543.419921664921	1809.2420068799959	2641.0026870151905	3173.859199597848	3110.7796898081197	2412.5958155959834	3356.6352905582817	2194.8537208914577	3399.2179324982817	2476.483726158493	3135.760212867679	3281.194230994634	3701.966604176658	2509.018897102032	1995.0309409598287	3206.9150312221227	1590.4382457024362	1903.5189489129884	1962.2093004390217	1399.1967708708942	257.0993613442042	1349.1756007393715	1739.0119469092217	732.8241128478267	1178.1746136474248	2277.0381686324477	734.8322652935326	724.1019557970595	1982.5248285763291	1960.2524634725078	482.0223911115346	856.1848979582186	2592.6765848944965	2118.6536304355172	466.4828303296872	415.9282490989915	711.8077918523798	1208.9231978114385	472.20649842025193	1922.36120924621	2271.7003220103124	1493.0646327732911	2328.3572078217376	3617.6345823926795	1262.7000354430381	1359.2924799677232	1523.902450687388	1071.830312398158	2684.2358675496685	1786.4342031443814	3548.798392596078	1498.4834957569285	2432.6093745807734	1309.5215860251553	2497.82821965914	2534.225833256394	3018.9249343936303	307.9269035532995	1638.6415926596237	2275.2189986301473	1580.9680768232545	3873.340010290395	2535.1536715538923	2741.1881572777816	2144.889549064822	2432.2695629868895	1734.7990089344705	1743.0341584689515	2767.278381518693	2338.2643943171747	523.9341641194451	1079.2599494048513
PWY-6263	652.2939432207505	0.0	110.08723106538865	41.12789512402156	73.94831596892311	0.0	473.5151130593087	0.0	0.0	81.17847919021601	260.8758732216995	20.359303365963093	49.12341269295093	63.72084563064089	133.6593578503687	37.804262503876885	125.03224427354336	314.67740142724205	23.391551857877843	101.29228101633426	77.53192842223346	103.69717752984062	384.7551006472925	228.5665914694419	58.497244980448166	0.0	23.663522859469396	0.0	80.06540955194289	0.0	0.0	0.0	362.2672129527966	628.0920741042634	333.0542769561602	190.26853613279596	103.79390273168126	945.762592346855	351.6282800723312	1096.2005893446324	909.0807309794794	910.1405407032222	311.2205427089928	774.1086938836461	968.6710693748794	690.0453321675722	631.5860669364396	983.9803771384146	281.08824272609826	785.5556311832365	507.2270488859878	1421.6618805566932	620.3326381525131	516.3474563133686	797.4986426410435	25.664358504805783	503.33636277329134	524.2219312962427	709.72569767723	913.9412065946794	65.53049302165628	1008.269927939709	743.4148875769735	369.7217635644498	352.70331144574783	433.1717680132511	111.9347735496225	333.25069567089037	491.02653579867217	743.6136513685976	621.9567975808776	484.85819156554743	582.5807625783099	90.92328407474588	925.393447812727	187.2954295491376	223.7265696289324	161.986951987045	374.0357557328606	13.267417055980964	145.5494347791679	331.82935667492467	341.4716295076423	37.28482152519523	313.54580302573976	626.7638001244454	1507.9620282224098	61.5975867985139	1256.9198544638148	817.7682346118108	110.12382155729713	474.963446353127	553.5022030791057	0.0
PWY-6269	4990.222265939616	2005.599993180922	2439.6905542436966	2241.74567921846	2444.3802772633053	2200.1654738631905	3117.210931110349	1415.985918517867	2231.5939160348416	3170.7994717918627	2481.522589059454	775.3623491617009	1275.3455367991191	1445.4694152006768	2290.546843212013	2450.690918434019	2923.140722533924	1011.4078311055822	1689.5838560496566	1557.8877517223475	1304.1358458032582	1913.0535031591478	2497.101988674739	3761.3116700200208	2306.657321842048	2070.8565879958132	3423.6829981959277	2412.26427259967	2781.2784055388242	2229.5208647599056	3357.2477789340996	2579.247706496965	2171.5668725946393	4807.79635190687	5337.715440559687	3456.4441895031946	2561.9853702526752	4443.299676942272	2578.754345031446	3030.014109431869	5041.443459267053	4625.4077821134015	1514.307795150059	4822.534183044918	4090.3890695206383	2988.183989028128	3347.1204383596105	5846.385449006081	2141.7334972068816	3602.338065981301	5154.212246225491	6098.7258956692785	4836.168410422713	2937.8145602909267	6282.278051750458	2041.8815217987044	2608.4188231095063	2069.9138090332794	4282.766452039114	1348.9802324185864	1763.0466566320786	3664.0994378123546	4788.799667534615	3576.5910397036196	4299.630452394912	3952.024683761901	1473.5705231186303	2485.2179477606687	1933.0068419000484	3662.782579570703	3986.4832149226954	3938.7494634051213	6447.95734463676	3081.224484766245	5234.105306212324	1848.30276446364	3161.090878850048	3138.8890917951385	5268.063274045895	526.8833072552701	1783.6908095714834	4422.503834243899	3648.3747801266713	2920.7167039621104	4030.290039601618	3825.681993182604	3361.158558236184	3259.168985900769	2774.886319329865	2920.97844688225	3732.9561333437705	3664.796009340562	1038.5945359879781	1260.4933057770113
PWY-6277	7859.501847982836	3031.13367302792	3633.123884564906	2842.4278865551796	3262.829736041063	3447.3589600979594	4197.896553537288	1677.9626789842823	2637.588254478604	3983.3725949196146	3606.3946171371294	910.4191100694609	2851.102933233973	2218.5979160065626	3352.6715337699106	2624.579400091937	4668.817386479717	1665.6004175951757	2856.522599083613	2252.316068885542	2254.742799425061	3978.882815161109	4370.597083519658	5908.010039160788	2642.004561282072	3427.4776224534476	5601.259293847823	2903.826021570068	4245.52016610828	2898.055752827458	4723.278013573345	3793.5590639308857	3371.0018790251906	7878.131396048893	7758.291286632027	5475.340529279344	3401.3579478524725	8648.935992803279	3757.8139754631306	6270.0479776663815	6784.2242785138715	6587.049514281287	2103.7776961495347	6357.164140273458	5637.489966068316	4189.764224640012	4421.243506889859	7963.253207195841	3083.0490059450035	5168.469561156195	7142.760825182812	9623.120866781679	6741.349588692616	4143.26985746301	8603.23637238785	2716.828476584676	3497.411778480783	3044.5052315195358	6428.485521016668	3732.833234002813	2206.309334994948	6608.869351809896	7661.875382758725	6046.759805251108	8384.636439568381	6832.977116558196	1827.0530751047324	4366.924004832073	3392.3534970452765	7225.496743810244	5558.21808584501	6360.239326752272	11616.716168868094	4502.6931815343205	9902.136240760758	2889.9218020591265	5738.131699538241	4710.423934585369	10288.23294177031	878.9559242792884	3882.3707719616154	7450.785420292716	5542.861104211728	4597.848078068171	7170.314622201966	6096.515818399344	7463.268626001119	4799.581884036653	6473.288666652536	6195.351697252706	5761.066386088429	6748.96086675579	2410.0736064589164	1430.0738180578892
PWY-6282	2899.2078964749962	1839.8328055174427	1068.7299700946749	1199.3241614574988	1252.0994424874593	346.40127265750385	0.0	0.0	1008.3177207978946	663.2021832917923	1514.3165100364165	0.0	387.16445928486723	0.0	216.56881140194773	92.9631589877182	558.2594958772793	467.9890472529395	318.0346671398401	2324.365081932114	392.22172424113376	321.0735106530582	1876.7072579724393	1343.6546672457512	0.0	461.63946216814116	781.3673624809156	553.8424158110846	345.63777707095096	133.06089427523463	0.0	673.903669163236	610.3462219916588	2736.9691194811494	2718.301877901296	2003.65313765411	234.7927384073354	4103.590289879936	561.9569738022592	3522.382293052011	652.1743863014681	62.682791006219894	0.0	1049.9987887103064	0.0	0.0	108.0956262986481	1074.5236101102594	0.0	356.2291404362413	0.0	2338.962677676559	220.11403942874648	42.7483178215766	23.963662282491047	224.5720362438384	0.0	0.0	403.2155139888451	1367.7656708064846	0.0	1175.4478887330622	989.3755178059138	1362.3563086192135	2037.0425093601134	1131.7981057476165	0.0	591.459826777119	309.4165330271245	2032.5780676916597	462.10731764982546	1324.9662884767686	2270.865420396645	794.1159578423764	2086.8772085874175	485.1037856151167	1384.0166771310014	1037.8769365099158	2747.9719183880334	20.743218365488772	773.0179962701361	2174.5512221077915	846.1240173975059	75.28652448786453	1207.9339998944627	1064.8101599244426	3549.294003058689	547.0156546014315	3031.4784142828125	3076.6264111882742	1601.7159027837838	2352.9411737942596	1262.4399069264266	56.34055042811617
PWY-6317	5497.662236112896	2514.2186068999354	2943.4180633267238	2615.687263061573	2638.4847752529013	2458.422327612219	2819.744905038475	1706.8865126430053	2689.8328407237545	3658.186563294641	2997.2400578900842	384.3546181339823	1611.829100831919	1899.8898896946798	2569.991935622016	2008.1294411882502	3547.6524939535857	1402.436218105521	2123.9820955251425	1994.808598105117	1783.7329356915632	2434.4975011605115	3428.7475735449925	3460.6176704673303	2582.8600626616676	2861.8331069258797	5568.578582193639	2659.9045029997565	3782.7331668196607	2615.317021602325	3318.838180580336	3306.4689068896964	2839.997297551882	5200.93583717791	5457.122441502806	3916.479512974932	2550.2714381616684	5465.012877771227	2724.5823349167867	3508.0053080418893	4531.764427408171	4289.636156840853	1224.2795261308067	3737.0323459092956	3561.869088798872	1933.6926226432877	2376.6095751371613	4579.425256774672	1637.8016681229353	3006.816833267716	3660.1594096662448	4613.653940238823	4564.55453139297	2310.21828054976	4982.937516832227	2113.9317170973436	2043.6574591089438	1713.953293317106	2503.4097059917026	1695.0278625681465	1459.4217071578976	4344.26458012943	3786.570092065531	3159.4063063166764	4824.014160200875	4710.460263058584	1384.753396890387	2141.9974289183174	1974.9188082518613	3001.853837820004	3558.6661815632397	3590.2507444635517	6759.364041425754	2955.116956751719	4998.604619701231	1887.425320569564	3411.018714126582	3306.777580777658	5709.07693824749	554.2163974245185	2091.208406515898	4237.812655982565	3270.7285591477166	4071.069220616757	4530.708060523081	4095.8243591441797	4041.289443649378	2980.4420536274088	3488.2768597235245	3411.853878771887	3832.0793359288587	3823.9987643361874	1426.7646143928628	1083.104731373768
PWY-6349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.938931297709924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6637241379310344	0.0	0.0	0.0	0.0	0.0	0.0	23.132530120481928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51528384279476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4979304635761586	0.0	0.0	0.0	0.0	0.0	0.0	23.965763195435095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6353	2993.599311566148	1091.270936693728	147.08797455495596	565.3760910965054	422.6395903663859	79.0311752328011	173.90750056386014	13.236374503389996	809.193381756913	423.77249772080785	123.2205791596874	0.0	1382.8212623207446	1189.4623326288972	1818.9529332990053	1507.5467366197652	1703.4797059486525	1002.9345649571451	1442.8534023307514	1888.2563818927842	562.5315082707717	2216.2578775313964	2561.472634299191	1602.1936138446588	653.9205340566172	956.3614992195068	360.6581096016	86.97851790739708	64.22639968124378	394.6073747697025	755.4648417008962	136.50453801731774	769.4976124912868	2654.0783259680293	2850.216276570254	2674.6356813596512	1342.1831634366786	4076.7567771938166	1890.1850230274472	2462.7609301736366	1941.3829201690594	1632.7567420866962	270.1725732540925	1244.9796578784142	1512.3796449197596	395.79133710278654	807.2549519648572	2466.808344789237	642.9176931701461	719.3851403218921	1289.0494133004622	2325.402918713179	965.1674221626414	639.2512622077439	2211.1789178864547	257.32365465431855	238.38057545744485	419.36999809783237	909.2119358568453	1116.8682020588144	57.2769877565862	1162.1861165211283	2152.607976356307	2489.392977107453	1611.0982910703094	1844.5207746884134	297.25028626658576	1093.6560860789953	1433.5690657445612	1062.4558654716914	1313.5495001727443	1332.5730649270204	2779.7878631284466	1003.3725422679241	1081.9099542936517	1019.9747390604877	891.7078465339351	1337.489840803716	1885.149533090581	0.0	1538.7724379403016	1978.2627739652692	1820.8298563454855	154.9720931143978	2381.756692942578	2514.7642841047855	1860.4990244377914	1989.0541045938182	1420.0697556444543	1378.3120549887412	1634.2201390270216	2046.627283234946	1092.7843333373141	615.801793809795
PWY-6383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.952133314216887	15.236466445473354	0.0	7.947266888718992	0.0	0.0	0.0	0.0	26.990260244153863	0.0	0.0	0.0	0.0	47.87198863593079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.18633312916985	0.0	0.0	0.0	0.0	15.817858782400323	0.0	25.623284527950148	0.0	0.0	0.0	0.0	0.0	451.17997967376857	0.0	0.0	0.0	0.0	16.199569911613278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.965424487406771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.98098094749146	0.0	0.0	5.986019987197577	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6385	7245.800816923976	3001.618171230262	3517.4399730092077	2858.362847408623	3142.606925244703	3317.052963001198	3988.0649795199824	1656.766717437429	2803.6934124383	3917.541398266401	3504.1253138447396	862.3873733614865	2387.4190830821076	1937.605028066766	2867.031456142625	2687.619512471134	4516.725067540758	1476.4607021984282	2609.652520269939	2160.207120417872	2179.1260901816117	3587.2909557204266	4115.638519195694	5602.860886254463	2753.9270343807366	3150.7541227803054	5614.060476487919	2900.158503657929	4155.02970305936	2899.513495042566	4595.559546939479	3724.064164071287	3264.12992647943	7196.442676287591	7248.518033470411	5069.494510108099	3267.8334805479262	7799.852456718736	3487.85210026076	5654.302930363992	6341.013682414863	6241.061481536639	1928.1202818189781	6058.000559560468	5229.7776789206555	3950.888418825242	4146.744323850572	7384.681113620848	2972.2352355089783	4782.951808089223	6727.18551127343	8983.56612946182	6395.035391524149	3846.5612896720936	8174.584490227045	2531.203023973396	3326.007835215867	2914.206812384394	6003.941094355622	3398.6223266853535	2090.442648746493	5881.903016766216	6968.045186453581	5533.545023368689	7654.980620583673	6334.437896243027	1683.4279657050422	4109.133154559649	3196.5556669932594	6338.074205176453	4946.2136840825215	5815.241661534878	10718.852810869845	4145.509815452549	8913.042176923671	2644.6038283556513	5262.117099809814	4427.621648780598	9290.698715782271	808.640753537338	3465.846619260854	6879.862414750241	5199.562914513691	4402.76562083799	6653.60313356271	5542.8675795315485	6937.2665784960645	4451.5083212034015	5923.930030356858	5724.790100356164	5361.785040687323	6147.272526030997	2179.496388765151	1337.7415649633563
PWY-6386	7390.743706103006	3038.7892575955307	3608.51571308594	2975.8210337380556	3237.341718029605	3376.4194817296097	4071.8525573352185	1712.9696338935441	2946.8589831249274	4030.3043092932858	3581.7257328494643	877.8067056513846	2462.1469239449234	2077.766829555612	3050.39998204416	2824.0500682402608	4727.147393175465	1536.4687498532264	2705.6639724141223	2212.912548921792	2230.828895344639	3693.105928941952	4264.647454783864	5693.7486379274305	2912.7404095326056	3192.139584716391	5802.26025653866	3022.4377820730824	4236.831525569451	2980.997243895246	4646.046969055483	3833.6170500649505	3314.8426823103114	7313.672269108479	7366.3173444382155	5141.528579824343	3347.706655265611	7873.71175095358	3556.498576299164	5738.856007688343	6471.695553391463	6375.576664332886	1952.6613588995504	6191.890569867386	5330.696178330501	4013.7809015654116	4221.77981431614	7511.449267865365	3030.6729501014524	4878.888139700508	6861.751095906704	9154.62905826177	6538.545429516775	3924.407001680581	8333.335066780828	2588.652541973732	3393.632254243924	2973.0922196321044	6092.180529034885	3434.7249532223827	2136.281395984816	5934.924142664587	7003.4323979564115	5588.353888010016	7700.03900249141	6379.5377207044185	1708.0192136264675	4140.336732236121	3236.5234028042187	6347.027520111008	4993.232965342126	5893.261490800031	10851.31678086028	4194.309114194603	9003.541884837901	2687.5170071565726	5299.828258364292	4490.405806398215	9346.338697722047	819.2138558746675	3494.3022230867905	6987.027535594633	5322.459932803894	4496.431760211235	6773.691108458621	5647.613658895179	7024.581363452852	4515.659309767748	5987.11211318529	5784.239718194884	5473.1693135368405	6232.802023245897	2225.059897917634	1360.923050680712
PWY-6387	7510.231247961296	3049.9283513028363	3562.4468728651764	2905.5752096370984	3183.896381392718	3360.223871666123	4027.260238377828	1685.6283944841832	2877.1467783358703	3968.5948953821753	3554.301537984632	868.3055488493861	2458.351793806023	2016.7340554199477	2984.648602141233	2783.2787850711006	4618.048399363774	1528.4760948052651	2684.2475309568845	2211.4965633834568	2219.227231215309	3658.2259983621275	4225.284307348236	5743.171157245761	2834.836162641438	3203.5864490686063	5704.502611967767	2958.406152649429	4214.406820103289	2948.6707062954624	4669.2868542352435	3768.230047098333	3308.5155716595964	7444.720221273824	7521.161015578845	5284.918632485559	3329.7499823781977	8212.52195736316	3604.9957848700697	5918.7930030105645	6437.544611272115	6329.047368305349	1966.0098197095615	6155.605486533153	5300.321264194641	4000.3575324890767	4208.880688767244	7506.07729228469	2998.6343096347186	4837.976874084592	6802.328461586036	9165.097382617421	6479.320345023211	3893.510389824403	8263.193231247971	2578.3476843443054	3359.1949636244576	2940.473739266892	6079.515732459075	3493.8392222623747	2109.2832249040557	6018.1856748222735	7216.3270282666945	5732.437673237338	7873.6331493617645	6477.248326773363	1725.4472072484884	4187.696466427081	3273.13666980445	6680.613416337661	5111.404740530738	5981.766221315596	10979.184312406327	4281.069336492155	9177.121179782276	2727.9271738650323	5402.343582224609	4532.77891054281	9645.38831252057	836.1841423609316	3625.331088464126	7138.627332188031	5349.775624667636	4471.0513980960295	6849.02841959141	5746.4962467172	7178.205563703978	4588.870514299019	6176.362280405943	5935.871450875305	5548.907253887879	6442.032641887476	2296.743959502888	1411.8528459789882
PWY-6396	0.0	13.453395447170577	0.0	0.0	36.16898240717565	0.0	0.0	0.0	0.0	39.23770317181163	0.0	0.0	74.03920046935424	0.0	0.0	0.0	118.3247352346375	0.0	0.0	0.0	53.80634644558052	0.0	70.46623676860295	13.386733416770966	49.57746478873239	192.7205140940774	0.0	0.0	8.468493150684932	0.0	9.141668832856771	35.9686641499598	14.649092747907376	0.0	3.9238095238095236	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.572139806053	0.0	133.7550274223035	69.18260869565216	0.0	0.0	0.0	15.994649026290004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.47371561632474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.624242424242425	42.556709112791886	42.34349099982982	0.0	0.0	0.0	112.50441165034282	0.0	101.69299935773923	223.26735598227478	0.0	81.6420730388523	0.0	307.56269100580994	0.0	30.85869565217391	0.0	16.96815286624204	74.08988764044945	103.97058823529413	0.0	0.0
PWY-6397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.216511092575984	8.084049784319326	0.0	4.172739287559567	0.0	0.0	0.0	0.0	15.123928584013601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.81281421200383	0.0	0.0	0.0	0.0	9.044539756509126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.868552542643016	0.0	0.0	0.0	0.0	50.023882054686524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	2622.8	1098.44	1469.41	1128.0	1371.0300000000002	1165.9200000000003	1664.8299999999997	339.0	189.32999999999998	1106.0	1460.0800000000002	453.5	265.03	275.0	185.67	342.14	614.75	502.68	413.08	1130.59	312.6700000000001	466.34000000000003	1116.3	3038.7500000000005	46.33	106.32999999999998	964.2500000000002	519.0	841.6299999999999	450.74999999999994	842.0	686.3299999999999	551.0	3196.35	3079.6500000000005	2182.05	913.1	3636.58	1468.35	3100.3	2301.49	2499.9999999999995	926.17	2234.17	2127.75	1978.0899999999997	1701.67	3049.91	1375.8299999999997	2265.5	2210.42	4240.16	2175.33	1431.4099999999999	2763.67	191.67000000000002	1398.3299999999997	1308.0	3282.25	1954.25	827.0000000000001	2314.5	2873.6499999999996	2616.2399999999993	4051.6699999999996	2512.54	129.5	2398.13	1293.5	4032.1999999999994	1564.0	2974.4	5852.83	1742.3	5289.52	1072.67	3113.33	1663.55	4996.200000000001	538.5	1898.83	2833.8	1926.7499999999998	263.33	3085.0000000000005	2371.25	4194.8	1722.5000000000002	3353.7500000000005	3084.3300000000004	1885.0000000000002	3375.33	1017.0	187.6
