pathway	K058683-R	K058684-R	K058685-R	K058686-R	K058687-R	K058688-R	K058689-R	K058690-R	K058691-R	K058692-R	K058693-R	K058694-R	K058695-R	K058696-R	K058697-R	K058698-R	K058699-R	K058700-R	K058701-R	K058702-R	K058703-R	K058704-R	K058705-R	K058706-R	K058707-R	K058708-R	K058709-R	K058710-R	K058711-R	K058712-R	K058713-R	K058714-R	K058715-R	K058716-R	K058717-R	K058718-R	K058720-R	K058721-R	K058722-R	K058723-R	K058725-R	K058726-R	K058727-R	K058728-R	K058729-R	K058730-R	K058731-R	K058732-R	K058778-R	K058779-R	K058780-R	K058781-R	K058782-R	K058783-R	K058784-R	K058785-R	K058786-R	K058787-R	K058788-R	K058789-R	K058790-R	K058791-R	K058792-R	K058793-R	K058794-R	K058795-R	K058796-R	K058797-R	K058798-R	K058799-R	K058800-R	K058802-R	K058803-R	K058804-R	K058805-R	K058806-R	K058807-R	K058808-R	K058809-R	K058810-R	K058811-R	K058812-R	K058813-R	K058814-R	K058815-R	K058816-R	K058817-R	K058818-R	K058819-R	K058820-R	K058821-R	K058822-R	K058823-R	K058824-R
ORNARGDEG-PWY	4.63511127511821	310.5828173979157	0.0	35.863345628362495	82.28846605389606	0.0	0.0	0.0	96.06954818215603	0.0	0.0	0.0	35.59981042267315	0.0	4.636326638825103	0.0	0.0	31.25858104018827	16.144853410094143	532.8280098060151	54.40701541532093	10.538287651217257	313.27678557034795	69.3827974178148	0.0	80.05549882470415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.79693751504124	0.0	0.0	18.694085584486736	162.02238449217637	0.0	37.85383098462807	0.0	69.68168243835304	3.8009807214537283	31.46828234881685	0.0	82.44980763340952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.157154814768502	0.0	22.540697702775432	0.0	0.0	0.0	0.0	0.0	55.056063262470126	6.909958883967173	35.1428667628515	0.0	16.28430927695939	26.63364784967218	0.0	17.97457857983179	16.479426544675615	87.7973287343204	0.0	0.0	18.622922919713908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.952779890919068	0.0	0.0
ORNDEG-PWY	3.9902498476538693	489.6916469267317	0.0	31.654753877275787	112.42679232581622	0.0	0.0	0.0	204.174023378229	0.0	0.0	0.0	31.29127393111943	0.0	5.316250458073758	0.0	0.0	35.24429654910883	16.390350522675163	884.6558719550161	48.37403294774272	8.986361277768768	489.85446985446976	61.599999999999994	0.0	109.78631900157718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.74559686888455	0.0	0.0	15.510309278350515	223.98614718614718	0.0	33.34426229508197	0.0	58.25069843021829	3.293841443230718	26.66302538169795	0.0	68.76931190735924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.961799255085474	0.0	21.168713647373885	0.0	0.0	0.0	0.0	0.0	48.31618896842879	5.960698689956333	31.194174757281555	0.0	14.819021431101666	20.110888179900172	0.0	12.57286149229063	12.492307692307692	73.16129032258065	0.0	0.0	15.883229598119332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.569021253881987	0.0	0.0
P101-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.133408026505526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY	29.727625731362778	1374.522321170315	0.0	203.23350222388333	388.6217486194123	0.0	0.0	0.0	481.1636461609991	0.0	0.0	0.0	179.96296965772297	93.90310622089673	19.503900602166144	67.31315603768914	0.0	123.00144841490373	81.84231884692753	1476.0833495507288	518.8565416763602	64.3817151339718	1182.5259772202994	779.925000322843	0.0	365.3262046460955	168.56307619163877	0.0	0.0	0.0	227.53357174817586	129.24085325239477	445.70959285237075	0.0	526.983010838865	272.14821700466945	0.0	241.98068390039734	0.0	59.08794908504754	1067.448364001685	0.0	260.5537328776516	1600.0199792366059	195.07726227787836	0.0	561.184612541828	2268.2342834486067	0.0	1949.3603613599885	710.9154702403922	536.6527766173297	1034.1251205327192	393.38904381180225	130.96080439888942	506.18147101455435	0.0	0.0	44.50071426314244	0.0	0.0	1223.6127914268163	240.36186719053902	58.90094972316334	709.0687572055516	153.02152885939915	93.2278878169287	0.0	0.0	29.813002040576485	0.0	828.7548096843286	858.812743710526	339.4974719917133	0.0	248.46303014056022	806.5599089585443	0.0	592.5016178766479	192.96709726659935	1220.6865671547926	116.67088347243372	168.97927774181736	153.02346913161915	0.0	0.0	0.0	0.0	0.0	185.75805962674835	0.0	63.954402111639354	218.8406942703253	0.0
P108-PWY	3980.1958135036407	1412.3910137528517	1897.140227557706	1253.8540579846729	1843.1594901629157	1720.8673981607246	2508.441100948838	799.6038071611254	636.2465543319364	1972.3201296481207	1824.298310208839	689.8377056663787	423.2439080076293	494.867951082259	423.074966475423	993.664401774367	1029.2966769536627	926.093680561985	691.0757897493943	897.7130979259216	660.6213123325794	1102.459790205405	1141.7679981580904	4219.243196746854	90.97660940239014	236.49709502906163	1488.0265246334454	942.7347690975556	1059.3716523926096	1112.214238656723	1719.039622133658	1071.7731477945308	834.965358343427	4782.223231878289	4649.433660299527	3323.381774959668	1629.7052020768256	5369.312654358797	2358.834548881878	4706.570611616863	3506.534439934717	3663.214214806031	1370.4145941092427	3498.099906727512	3139.8788841942423	2904.2173847661816	2608.002564341625	4819.096218718297	2020.7716449421398	3720.986397489053	3656.6282618269915	6405.575932920849	3423.174828752024	2444.6190233769175	4375.828958692668	384.9360450837317	2055.99258082102	1968.3581562208194	4658.5743671668215	2654.9161651561726	1284.9215041056211	3052.7500197992877	3528.0364181384216	3120.4157717772405	4915.257666148458	3043.9022381953378	178.11721405259462	2654.4465237668664	1356.128424461812	4643.091937033006	1876.234269974618	4144.016696402814	7866.374353057271	2430.5330875441514	6934.1985251963415	1307.7241037397603	3953.809194543016	2381.7808566844833	6157.741421559339	683.1275414288394	2598.3335814917737	4220.496582646447	3090.193994586738	645.8045756063333	4502.807378786679	3958.0496780063345	5762.619220343384	2625.5598264373575	4450.023258231544	4515.602341564292	3129.3047471546433	4770.395575463191	1493.4758093327573	382.62822002228984
P122-PWY	161.14459710516746	0.0	54.74418470479572	0.0	167.54320333390856	0.0	486.152482069059	0.0	399.3824819751427	86.96626637507528	149.39418250083534	0.0	497.7541351118548	0.0	543.5312838094133	13.906243076215423	452.0611513313877	192.91080613415122	334.8151903455717	362.3310083953009	506.2890294117367	919.2872282210346	564.2755757086518	586.4841796153327	130.97198343719617	509.83275934198815	20.854454730799038	0.0	439.49408429428956	63.83110431421138	31.196314009571733	233.14992438953686	496.56255466637214	305.7823179081316	188.16179487709167	144.37236869252948	134.63791326519734	156.05742635317944	3.9131662986637976	144.86629513903623	803.9218062042236	702.5126161296013	383.8759682947743	646.0056567572284	244.91651370978877	408.337284756246	522.7385344404482	1166.6901438454543	354.5640452838392	352.64840156848567	1337.5447358855008	1527.2687293039853	895.6565646164804	759.9327952085912	1172.2640246373005	139.98567930534819	454.02796404224915	335.7683079838527	719.9926912729104	268.18157121127797	70.56417671743458	1629.6810110205663	1770.8201147683974	1117.0365368892121	1223.6932255794513	336.98020814625283	212.5681300903531	686.0722588806361	526.3070042749971	1170.2990031784075	960.6803033989376	1145.1467061112633	1292.3178884116521	862.608558854856	861.245690665494	588.4989354385242	702.3145071840113	757.3404370393354	1664.9895425169695	0.0	597.5838451779182	1189.3711004574382	577.0595019783673	276.4768918798165	85.61733989327547	1198.442908725752	288.3017877434918	421.00098144197295	460.9165553876656	453.1942763216303	889.1583505375693	544.2504198256066	240.8552196929644	122.8810060000695
P124-PWY	188.49498280260596	0.0	63.203472233822424	0.0	198.83120756297282	0.0	659.2920655103126	0.0	567.3067970913596	102.0596299972251	174.32787964524775	0.0	616.7905142954515	0.0	691.3371842048292	15.937727426869024	572.0895504034162	234.55854462699003	403.67797299835394	421.29275062184115	660.8675564278385	1200.8561956434414	698.5683991759026	727.2303368516824	170.16711024012446	628.929348243187	23.924435684028175	0.0	543.9824390279678	74.52534493679832	35.79618021271124	289.37480945818834	648.6088994024007	362.9740372313706	219.3882044244188	168.23849311223657	162.11885512386056	181.05980204741562	4.476087860455798	168.50963887872214	1078.474436466457	945.8082954093406	636.0085548025678	842.9414803045728	299.48800974477103	512.0665828685947	682.779862528615	1612.5873857833897	530.547856719991	422.6015034499872	2547.8610133881016	2157.1130166078606	1223.7385436223608	1148.3778192720868	1854.285967062865	178.8127634609161	638.5027650679644	438.56795498073564	981.5564555107609	331.74905854216934	85.44557043358553	2156.996542212784	2708.0959388058027	1538.6111919094662	1643.1719267401013	415.44696500381525	586.2989055367779	1084.718863292985	975.1525159169425	1584.343697470259	1471.5888737750442	1483.8546461774079	1691.1224152963564	1330.4741453005179	1066.9445767689629	792.003238234093	900.7665540146309	1138.072002938191	2231.721125635657	0.0	772.7844911673986	1670.9855480743602	806.0938224047841	338.43871622607725	98.97286793208762	1555.2327996485071	340.0730430110824	534.7472175886904	563.9284917776632	559.1397392789486	1202.3878226700092	672.6313623282606	298.89835724620224	155.38509583714216
P125-PWY	162.96442967978857	22.787403223344167	0.0	0.0	32.777839369241796	17.99002187795648	16.794834152576993	0.0	0.0	19.85798855745518	31.17626112759644	0.0	60.13953754486712	0.0	63.6490845426784	71.73841803462328	136.90051179943697	0.0	171.7496948259706	21.587471118802025	37.8378313762178	0.0	33.45935456478721	182.84625470334976	131.4613104402637	284.437776433273	0.0	38.357423955261886	134.48905053547438	0.0	9.59825327510917	18.30249360812414	9.26047191304429	163.11814593480426	123.46061727448898	174.80838073074952	21.591623217132764	184.47939545305536	0.0	54.56124095107339	144.97101343874755	23.993415642376103	0.0	372.74931248909263	115.02518125320597	0.0	55.147623978448934	311.11171070152074	24.48009161839219	286.268336767287	559.3653767629963	366.0327326274454	340.55721300980287	9.598239085424993	269.38547443649526	16.792135120765355	0.0	63.4959647289938	126.99353036703212	38.36799816656163	5.998735241853376	164.80393939811694	86.33278763624419	57.876548135574524	27.786399932205438	0.0	62.28019340081562	37.76778157220805	13.19649896922131	0.0	62.354648310562915	134.18007788615998	180.97972877074162	67.78514842620821	67.16408432053255	31.175868705768956	73.128351426529	89.88206620017297	68.00014036170823	17.387348005556397	295.03950424364825	638.6527621992076	293.87374545932704	284.83454272459556	503.45593563585766	225.2185045182398	127.02302190568571	199.75337602065062	222.55843534082427	177.1964023723153	374.9791078312929	241.666227285397	0.0	0.0
P161-PWY	3643.85059034768	2365.029695612112	1652.0324299065421	1792.8266021385039	1743.9765677784326	1986.6580077169722	1807.0305587573696	1349.2763154445543	2063.312062075465	2974.247876385455	1861.2722413765043	85.97215315763302	1974.328681239917	1509.1464530362784	2724.5513408508896	2806.523939557081	2484.888644354403	860.4105977520763	2081.1617211329904	1922.0503009472575	1834.877071576132	2566.6489337619496	2711.415277937532	2199.296672958427	1634.2927469549631	3164.105146630385	2194.556074612114	2626.1689964422667	2892.076846301248	1828.720923207057	2812.8979190819923	1960.1699471915508	2263.212398013194	3113.4884980261586	3476.5239020147847	2721.7927967279516	1909.5468277945618	3505.2942085401005	1838.9746891979369	2019.6665164488509	3510.101224795055	3301.703145154082	952.313430195313	3380.558153418447	2850.6993069159903	1258.4456278664222	1798.1299833006055	3476.2440908361987	1002.8705284845807	2095.462129382185	2999.59315836786	3555.150927926352	3535.282300996951	1683.2355181647683	4363.076748088872	2352.8153231387787	1209.7525466300758	1094.2309745382124	2312.996250896232	899.2972655878621	906.8475041078005	2901.259536622666	2020.9755937043358	1614.904791980264	2468.7055192772627	1585.60438796743	1113.6978814032475	1015.7898285187482	874.0357627118643	1429.1976624684362	2199.1455221119354	1981.4959961772374	3952.4975229667184	1649.0544158433368	2100.4156286132843	1422.2680026863345	1385.2853001744877	2138.0167330275694	2729.782652559208	240.43512043512038	1650.091392252407	3708.8575962897753	2369.3337877450376	3121.9692777361715	3414.6800523488087	2808.829946720559	1979.2089284307388	2226.7432087482644	1975.4378879905948	1908.972134242197	3050.8795153690826	2405.37597810122	933.1658726721523	599.248518957346
P162-PWY	0.0	562.6948660914564	709.2969277216765	975.8197215044435	722.6039865169165	648.354394397624	314.8032997304052	345.81408834118963	1179.7140903499119	772.7771562227274	787.8470331625801	0.0	685.670326438716	822.2210199544173	724.4940594356303	187.03742298004647	2586.1772075415747	500.94946319998076	778.3116418876982	420.1705473646713	327.5905324968385	1427.320352313382	1447.5321907684613	496.1793358944867	1467.863602092289	200.71479440405307	723.1756874899716	0.0	498.11740704334994	925.6633681812758	371.6291884000063	573.1414443941864	843.5249514324457	0.0	0.0	0.0	66.43167530220255	0.0	313.80294798362814	351.59134689153586	317.40351826394584	390.3353390950449	0.0	418.0106703085383	46.33697623089262	0.0	198.10870849383727	354.78296277976716	250.71536493984442	566.1106546083731	636.6167773545299	715.7234144255407	422.43927404292646	449.4657530629761	609.1403809639517	338.23803234444284	259.05384218177716	222.55157707056992	589.9067568180046	0.0	0.0	215.98331006202932	291.0983064061018	69.20775347568254	0.0	15.246947213393321	128.81903132794062	239.82806556071156	132.84788932110143	316.3135379328375	176.84374397996356	0.0	171.69249539657457	0.0	0.0	0.0	35.84702098502348	169.18433056047388	0.0	50.00425917863441	0.0	19.61770203716803	2.6316173873118642	204.84323780833498	0.0	0.0	107.73576003834279	102.3243261298026	227.6040102842255	298.8855878934448	74.76820302032976	73.39272985433077	0.0	0.0
P163-PWY	246.68022037546004	580.7882547625042	1083.4129575091904	1219.1372876667779	940.0556917430984	991.5381906351339	0.0	430.0118124430855	1325.2544585098096	933.5306324986961	1127.5140703682175	0.0	373.83527521805195	748.5959547293701	681.631588974377	1271.2910982408805	1586.272321470362	383.45988104059444	740.863905650506	452.540896629867	497.82150207919756	251.87183663010424	948.3791346938399	924.2715574817564	1673.6797450271154	273.1590703396054	1061.5504216413858	1338.1800935846172	594.1839929476934	1086.2215309121905	1158.9398698235038	760.8794415026244	378.1255921516477	141.89879632800188	145.3412156198882	0.0	37.86326013303768	644.6439901935761	0.0	81.2964167033971	587.8379406251083	3.9895551520791503	0.0	210.17413490981428	268.5216465370794	130.0194747498433	102.35871204909925	666.2737650818427	48.04535734776939	78.15595017242498	65.63116647751754	686.4440460461523	316.61551895499804	60.13285360556253	479.125000072899	504.15577668639366	0.0	0.0	0.0	0.0	148.2219314023151	75.46117230439198	106.44366592240553	0.0	80.8558592918295	97.99601764253013	0.0	0.0	38.91883660718705	173.9009150009874	66.68162616925622	526.3099726084143	0.0	190.73380248927748	0.0	0.0	208.85738601456927	195.74314818885466	39.69383282667372	35.84698136378688	0.0	179.01426230947803	634.8597579351285	324.4696185896425	409.1331561562811	209.22881795242617	0.0	435.72583601103327	0.0	85.39368664910396	29.001616207990104	340.4326949351729	222.43215106711338	0.0
P164-PWY	0.0	1025.2699746476628	807.2898940983039	941.4754140762684	953.8064069637236	1062.9084849533501	0.0	906.7367359827416	1249.247955322292	2243.1289591130867	844.0268121635437	0.0	1235.7187125720784	1361.8478872229985	2535.4484633584298	1530.0551042007721	1374.6425644923174	913.1510970202932	1131.320703746351	1418.60690887857	1012.5856933158757	2002.470182986613	2037.3481573467532	947.4558833897165	1043.231180548032	1886.1103395914336	855.2529173691336	1208.741191634713	1707.939469629327	1458.62856860642	1665.9487102420057	1143.4671096400252	1440.4893786627956	1445.2422025493865	1873.3067684467	1684.4615326810112	716.7083961601887	1964.8272460400965	1162.2628695791125	0.0	1271.252872737719	1159.3517921744171	295.1375176397025	0.0	924.3427599626835	0.0	531.3765690191725	1417.7825531562164	428.3244018149138	0.0	878.4669935618153	1103.142116347148	785.0176978212419	434.0938165888022	1353.732266632899	1584.7822985337295	0.0	0.0	708.1383027715315	579.5034120419501	0.0	981.4061589362282	2048.0185302336845	1929.194090856182	886.8116100140418	682.8594262947769	165.61745856430107	866.6739496684287	601.8109846923659	2718.6785542972175	1327.8840893628249	815.672646878444	1820.59671062201	568.4849306570471	621.344366529379	578.3016820860253	544.1286294354659	496.93129195921637	1010.0357112936734	0.0	836.688371829784	1306.0963424216247	1000.6041996343179	1934.01316110708	1210.0098039298562	1020.3910423673259	767.6987393614751	1072.4640441260806	698.5099742287559	688.1530004946372	823.5415898302127	1181.185220986827	850.0544590999623	482.45823025367383
P184-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.635687357579329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P221-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.979714046671116	0.0	0.0	0.0	0.0	15.909863649473051	0.0	0.0	69.12010026089762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.991365771082576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.062499989268375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.76539551036177	0.0	0.0	49.15871845266489	0.0	16.61170151170026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P23-PWY	1771.6187411764818	1357.8226969595617	852.0772941167854	1127.6328369057678	1036.6523216117066	319.85791275389175	967.563271826719	0.0	454.8849232855133	896.8888654286678	1046.961750319452	224.3408011204598	763.6633950719237	391.115783268269	551.5428648899871	45.11800894809702	524.7940252684018	438.4581410871726	485.10709991947977	1855.2799417619096	253.8324916916897	1082.1872554711372	1653.5183690574465	2146.8491557374477	32.043766652241516	457.3523367055498	186.24404172112637	141.72491540383697	779.0585252406113	87.123480382801	38.07356671880458	722.5998599251018	1073.8986585613723	2314.6410210282556	1907.7999033092303	1981.704759202221	881.7227226231166	2270.7705412381656	602.8947872486906	2445.4632175135484	2137.2609163745924	1721.977855883025	0.0	1398.9399800571646	1238.6569425392768	1334.6080381478753	1469.6188839307524	2597.0787215012497	1171.2345726267972	1708.679130069806	2074.208341838465	2607.680541918547	1166.072344837123	1072.5764868180063	1760.135652986656	363.5188500108207	922.8166053524775	1096.598582637558	1594.6227409483654	956.2196613640203	412.5794713124884	286.4990230366262	2120.8593225130285	1686.8694421341993	1652.3942648440977	1217.7765426632195	134.47736375848996	2102.989860742742	405.3770001140688	2460.0834379775065	750.5921751424924	1428.86063453444	2812.5725512590425	762.6406688517767	4644.890844386665	898.1020097767091	1680.8777529873828	691.8912702688228	2612.359879610192	268.3476770576987	1212.3394533549126	2273.1459321093216	1673.3685083219004	402.05081960337293	2061.422203850357	1737.026048272804	2004.7056933945512	1563.4266314591237	1879.0364376523405	2134.324518530287	1328.571268549238	2283.796363533926	1070.2971822841093	241.4259670225021
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.829787234042552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.474820143884892	0.0	0.0	0.0	0.0	0.0	0.0	30.130434782608695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.34561311584037	23.66373020209508	0.0	18.81411423525046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.551260504201682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.129403557725846	0.0	0.0	0.0	0.0	0.0	0.0	43.929220444634346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	0.0	23.132035498470493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.709090909090909	0.0	0.0	0.0	0.0	0.0	0.0	42.69741697416974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P341-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.93622282684494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.725254619515596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.058835154684166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P381-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	498.9902360149347	0.0	0.0	37.496467519755434	0.0	0.0	0.0	0.0	169.66342117499119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	3206.2425705943974	1943.056844621205	1432.9920353418881	1908.2855210429573	1516.399513282513	1633.8202126277674	1185.534454050437	848.553673772837	1593.952198584535	2068.0294310304384	1828.2006749176571	173.6360620404091	1144.515845868989	643.855778308353	1120.2405653670978	677.4009292630567	1980.1066806065933	848.8257599613811	988.4840076068033	1632.492245385173	1136.1235701081134	1830.3541484668153	2497.7824530255107	2573.413434189887	184.149124757369	2023.6533091797694	1388.5392724752176	978.2120110205273	1849.1769759651124	921.8669693205322	1903.7491943477619	1669.1302791836658	1954.2570983855169	2961.8479808920642	3010.904010847621	2237.9237701533975	1428.8788963858829	3489.834844285472	1480.8711584942264	2748.1765309509938	2356.4110743506067	2055.054624373329	806.2297748010914	2468.5349515436287	1528.9153848054364	1037.838988395603	1579.8869546821763	3292.312827320045	1184.1770040459166	2474.3432858800797	3207.0691163970673	4456.304202052111	1541.8180199735236	1818.7673472835377	2844.8915223540744	1174.172589213079	1008.69667733075	926.5561386477377	2459.1893350818486	1990.0828119713917	472.46729654500484	3273.2488831344194	3269.5582263584092	2400.86488000432	2671.3446800322836	2502.7807982145537	539.6615181954626	1808.462950372444	1214.3881252921944	2409.6755866935414	1862.1896994201456	2905.1795157209335	4841.790111721492	1651.1986200055353	4370.857071993895	1327.8318871387914	2121.1777740807383	1168.4304901180062	3522.810065409873	415.0112344859592	1918.4929661619622	3264.796990906925	2230.878075470522	2096.794960983972	2827.249380669353	3074.552730759599	3620.875446921076	2055.2456592314015	3256.0111583888674	3033.3543023676725	2687.7467889806812	3003.8217369395584	1329.6644896924313	721.9090751303721
P42-PWY	5015.02175945242	2263.246613585907	3287.9631880976913	1869.4282402010604	2874.7896992619267	2693.970805193578	3167.8557170623503	1035.7959650647845	941.1534914891549	2770.6598655571215	3188.3242561721545	885.8813710160838	1081.1055621543924	915.6021453474725	657.4945694324166	1417.0291480333915	2271.06849587757	1263.7400480213237	1500.3841439073988	2311.9451776120654	1104.3479527135771	1991.5447457476907	2748.1159643444776	5326.17188044933	150.68457274741013	909.0336400418614	3583.6728017705263	1465.1978470593583	2404.4146756600844	1633.4681958833526	2800.1881446306543	2156.852887668102	1582.6028108712692	5700.085471568796	5553.631650314359	3776.3212644657383	1822.363263223776	6235.058358092328	2563.184833754485	5213.029229327474	4422.788105008523	4645.49037974982	1608.2880917491686	4556.110088775503	3967.095013561424	3469.784388325346	3354.9310867150525	6183.759095050681	2511.6200190082573	4271.4516954924775	5325.037426656521	8132.845332804342	4547.266904583928	3349.83543223969	5672.477133901239	864.2968436495602	2727.4361984782404	2477.5864027435687	5638.555857798869	3203.1046058475004	1664.1541033120498	4940.402584775601	5873.253865243124	4183.92751032529	6798.568500853132	4312.402124604675	555.6749152795094	3794.6908360684133	2382.7659894059493	5968.055837097426	3227.1585887492747	5387.096353618499	9931.000270696182	3335.2118144625865	8471.002673918885	2041.4302171133677	4788.365531603235	3332.643058339939	8331.168001318303	807.7667577853821	3375.730499819379	5291.871965884492	4036.795537648938	1323.2736847719518	5599.163347946351	4514.134165579114	6583.553492907777	3081.3130569316877	5366.3551685297725	5128.691734873657	3745.7658263541484	5678.63885486136	2033.235905450805	384.64284403996385
